Bradi1g64140	GO:0003677
Bradi1g64150	GO:0003824, GO:0033926
Bradi1g64155	
Bradi1g64160	GO:0005506, GO:0009439, GO:0016226, GO:0051536
Bradi1g64170	GO:0005515
Bradi1g64180	
Bradi1g64190	GO:0004386
Bradi1g64200	
Bradi1g64210	GO:0003824, GO:0004018, GO:0006188, GO:0009152
Bradi1g64220	GO:0003723, GO:0004652, GO:0005634, GO:0016779, GO:0031123, GO:0043631
Bradi1g64226	
Bradi1g64232	GO:0004672, GO:0005524, GO:0006468
Bradi1g64240	GO:0003677, GO:0003700, GO:0006355, GO:0007275
Bradi1g64250	GO:0005743, GO:0016651, GO:0022904
Bradi1g64255	GO:0046983
Bradi1g64260	GO:0046983
Bradi1g64267	GO:0005515, GO:0008152, GO:0016787
Bradi1g64280	GO:0005509
Bradi1g64290	GO:0005509
Bradi1g64295	
Bradi1g64300	
Bradi1g64310	
Bradi1g64320	
Bradi1g64327	GO:0016788
Bradi1g64340	GO:0005618, GO:0030599, GO:0042545
Bradi1g64350	GO:0016020, GO:0051260
Bradi1g64360	GO:0000155, GO:0005515, GO:0006355, GO:0007165, GO:0009584, GO:0009585, GO:0009881, GO:0017006, GO:0018298, GO:0042803
Bradi1g64370	GO:0020037
Bradi1g64377	
Bradi1g64384	GO:0005515, GO:0005622, GO:0006396
Bradi1g64391	
Bradi1g64400	
Bradi1g64410	GO:0003676, GO:0005524
Bradi1g64420	GO:0005488
Bradi1g64430	GO:0004252, GO:0006508
Bradi1g64440	
Bradi1g64442	
Bradi1g64448	
Bradi1g64449	
Bradi1g64453	
Bradi1g64454	
Bradi1g64460	GO:0003677, GO:0005515, GO:0031519,  GO:0003677, GO:0031519
Bradi1g64470	
Bradi1g64480	
Bradi1g64487	GO:0030410, GO:0030418
Bradi1g64500	GO:0030410, GO:0030418
Bradi1g64507	GO:0005515, GO:0006508, GO:0008236
Bradi1g64520	
Bradi1g64530	
Bradi1g64540	
Bradi1g64550	GO:0003700, GO:0006355, GO:0043565
Bradi1g64560	GO:0016021, GO:0016757
Bradi1g64570	GO:0016021, GO:0016757
Bradi1g64580	GO:0003747, GO:0005737, GO:0006415, GO:0016149
Bradi1g64590	
Bradi1g64597	GO:0003824, GO:0004056, GO:0042450
Bradi1g64610	GO:0006950
Bradi1g64620	
Bradi1g64630	GO:0003824, GO:0008152
Bradi1g64640	GO:0003824, GO:0008152
Bradi1g64646	
Bradi1g64660	GO:0005515
Bradi1g64670	
Bradi1g64680	GO:0005509, GO:0006355
Bradi1g64687	GO:0003677
Bradi1g64699	
Bradi1g64710	GO:0004571, GO:0005509, GO:0016020
Bradi1g64716	
Bradi1g64722	GO:0004842, GO:0005515, GO:0005680, GO:0008270
Bradi1g64730	
Bradi1g64740	GO:0005515, GO:0008270
Bradi1g64750	GO:0005779, GO:0016559
Bradi1g64761	
Bradi1g64770	GO:0003777, GO:0005515, GO:0005524, GO:0005871, GO:0007018, GO:0008017,  GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Bradi1g64780	GO:0003824, GO:0004722, GO:0006470
Bradi1g64790	GO:0005516, GO:0006950
Bradi1g64800	GO:0046872
Bradi1g64810	GO:0003676
Bradi1g64813	
Bradi1g64817	GO:0004553, GO:0010215, GO:0016049, GO:0030246, GO:0030247, GO:0031225
Bradi1g64830	GO:0016757
Bradi1g64841	GO:0005515
Bradi1g64850	
Bradi1g64860	GO:0004857, GO:0005618, GO:0030599, GO:0042545
Bradi1g64870	GO:0005515, GO:0005634, GO:0008270, GO:0018024, GO:0034968
Bradi1g64880	GO:0006952, GO:0009607
Bradi1g64890	GO:0006952, GO:0009607
Bradi1g64901	
Bradi1g64910	GO:0006952, GO:0009607
Bradi1g64920	GO:0006952, GO:0009607
Bradi1g64927	GO:0005515
Bradi1g64940	GO:0005737
Bradi1g64950	GO:0016021, GO:0016757
Bradi1g64957	GO:0003824, GO:0009058, GO:0030170
Bradi1g64970	
Bradi1g64979	
Bradi1g64987	GO:0008152, GO:0008667, GO:0016491, GO:0019290, GO:0055114
Bradi1g65000	GO:0000166, GO:0000398, GO:0003676, GO:0017069
Bradi1g65010	GO:0005856, GO:0030036
Bradi1g65012	
Bradi1g65015	
Bradi1g65020	
Bradi1g65030	
Bradi1g65040	
Bradi1g65060	GO:0005515
Bradi1g65070	GO:0005524, GO:0005737, GO:0016787, GO:0030163
Bradi1g65090	
Bradi1g65100	GO:0005507, GO:0016491, GO:0046274, GO:0048046, GO:0052716, GO:0055114
Bradi1g65110	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468,  GO:0004672, GO:0005515, GO:0005524, GO:0006468
Bradi1g65120	
Bradi1g65130	
Bradi1g65135	
Bradi1g65140	GO:0003824, GO:0004314, GO:0008152, GO:0016740
Bradi1g65150	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g65157	
Bradi1g65170	GO:0055085
Bradi1g65175	
Bradi1g65180	
Bradi1g65190	
Bradi1g65197	GO:0004553, GO:0005975
Bradi1g65210	GO:0003676, GO:0003723, GO:0003743, GO:0005850
Bradi1g65220	
Bradi1g65230	
Bradi1g65238	GO:0003677
Bradi1g65246	
Bradi1g65254	
Bradi1g65270	GO:0005506, GO:0006633, GO:0016491, GO:0055114
Bradi1g65290	GO:0005096
Bradi1g65300	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g65310	
Bradi1g65325	GO:0006464, GO:0008641
Bradi1g65340	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g65346	GO:0005515
Bradi1g65348	GO:0016491, GO:0055114
Bradi1g65350	GO:0005515, GO:0007165
Bradi1g65356	GO:0006904, GO:0016192
Bradi1g65362	GO:0006904, GO:0016192
Bradi1g65369	
Bradi1g65377	
Bradi1g65390	GO:0005488, GO:0006886, GO:0008536
Bradi1g65400	
Bradi1g65410	
Bradi1g65420	GO:0003824, GO:0003873, GO:0005524, GO:0006000, GO:0006003, GO:0030246, GO:2001070
Bradi1g65430	
Bradi1g65431	
Bradi1g65432	
Bradi1g65433	GO:0008270
Bradi1g65437	
Bradi1g65440	GO:0000287, GO:0003824, GO:0016831, GO:0030976
Bradi1g65450	GO:0003677, GO:0003824, GO:0006281, GO:0033699
Bradi1g65452	GO:0016491, GO:0055114
Bradi1g65455	
Bradi1g65461	
Bradi1g65467	GO:0004096, GO:0020037, GO:0055114
Bradi1g65480	
Bradi1g65490	GO:0046907
Bradi1g65503	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g65510	GO:0055085
Bradi1g65520	GO:0003824, GO:0004722, GO:0006470
Bradi1g65530	GO:0050826
Bradi1g65540	GO:0004066, GO:0006529
Bradi1g65550	
Bradi1g65571	GO:0042578, GO:0052866
Bradi1g65575	GO:0016021, GO:0016192
Bradi1g65580	GO:0006629, GO:0016717, GO:0055114
Bradi1g65590	GO:0005506, GO:0016491, GO:0055114
Bradi1g65595	
Bradi1g65600	
Bradi1g65610	GO:0004435, GO:0005515, GO:0006629, GO:0007165, GO:0008081, GO:0035556
Bradi1g65620	GO:0016020
Bradi1g65630	GO:0004672, GO:0004713, GO:0005524, GO:0006468,  GO:0004672, GO:0005524, GO:0006468
Bradi1g65637	
Bradi1g65650	
Bradi1g65657	
Bradi1g65670	GO:0019905
Bradi1g65680	GO:0001522, GO:0003723, GO:0009451, GO:0009982
Bradi1g65687	GO:0031966
Bradi1g65693	
Bradi1g65700	
Bradi1g65710	GO:0045454
Bradi1g65725	GO:0005525
Bradi1g65740	GO:0005515
Bradi1g65750	GO:0015018, GO:0016020
Bradi1g65760	
Bradi1g65767	GO:0005622, GO:0006810
Bradi1g65780	GO:0016021
Bradi1g65785	GO:0000166, GO:0003676
Bradi1g65790	GO:0055085
Bradi1g65800	GO:0004664, GO:0008152, GO:0009094, GO:0016597
Bradi1g65810	GO:0004672, GO:0004707, GO:0004713, GO:0005524, GO:0006468
Bradi1g65820	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g65831	
Bradi1g65841	
Bradi1g65850	
Bradi1g65860	GO:0005515
Bradi1g65870	GO:0000737, GO:0003677, GO:0003824, GO:0003918, GO:0005524, GO:0005694, GO:0006259, GO:0006265
Bradi1g65880	
Bradi1g65890	
Bradi1g65900	GO:0005622, GO:0042254
Bradi1g65905	
Bradi1g65910	GO:0000160, GO:0005515
Bradi1g65920	GO:0033588
Bradi1g65925	
Bradi1g65930	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g65940	
Bradi1g65950	GO:0008444, GO:0008654, GO:0016020, GO:0016021, GO:0016780
Bradi1g65952	GO:0009523, GO:0009539, GO:0015979, GO:0016020
Bradi1g65955	GO:0009523, GO:0015979, GO:0016020, GO:0042301, GO:0050821
Bradi1g65958	
Bradi1g65962	
Bradi1g65964	GO:0003676, GO:0046983
Bradi1g65965	
Bradi1g65971	
Bradi1g65977	GO:0000166, GO:0003676
Bradi1g65990	GO:0005515
Bradi1g66000	
Bradi1g66010	
Bradi1g66020	GO:0005515
Bradi1g66030	GO:0005515
Bradi1g66036	
Bradi1g66040	GO:0000166
Bradi1g66045	
Bradi1g66050	
Bradi1g66060	
Bradi1g66080	
Bradi1g66090	
Bradi1g66100	GO:0030001, GO:0046872
Bradi1g66110	GO:0005524, GO:0016020, GO:0016887
Bradi1g66116	
Bradi1g66120	GO:0005524, GO:0016020, GO:0016887
Bradi1g66130	GO:0005488,  GO:0005488, GO:0005515
Bradi1g66142	
Bradi1g66146	
Bradi1g66150	GO:0000166, GO:0016021, GO:0046872
Bradi1g66160	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g66161	
Bradi1g66163	GO:0005515
Bradi1g66167	GO:0003682,  GO:0003682, GO:0008168
Bradi1g66172	GO:0005515
Bradi1g66177	GO:0005515
Bradi1g66182	GO:0005515
Bradi1g66190	
Bradi1g66200	GO:0004014, GO:0008295
Bradi1g66205	
Bradi1g66210	GO:0005515
Bradi1g66220	GO:0005515
Bradi1g66227	GO:0003854, GO:0006694, GO:0016616, GO:0055114
Bradi1g66240	
Bradi1g66250	
Bradi1g66255	
Bradi1g66258	
Bradi1g66267	
Bradi1g66270	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi1g66280	
Bradi1g66290	GO:0005524, GO:0006810, GO:0016021, GO:0016887, GO:0042626, GO:0055085
Bradi1g66296	GO:0005509, GO:0009523, GO:0009654, GO:0015979, GO:0019898
Bradi1g66302	GO:0005515, GO:0008270, GO:0050999
Bradi1g66306	
Bradi1g66310	
Bradi1g66317	GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Bradi1g66330	GO:0003676, GO:0046872
Bradi1g66340	
Bradi1g66345	GO:0046983
Bradi1g66350	GO:0004358, GO:0006526
Bradi1g66360	GO:0000786, GO:0003677, GO:0005634, GO:0046982
Bradi1g66370	GO:0000786, GO:0003677, GO:0005634, GO:0046982
Bradi1g66372	GO:0005515
Bradi1g66380	GO:0000786, GO:0003677, GO:0046982
Bradi1g66390	GO:0000166, GO:0003676
Bradi1g66400	GO:0008080
Bradi1g66410	GO:0000166, GO:0003676, GO:0003723
Bradi1g66420	GO:0005096
Bradi1g66430	GO:0000166, GO:0003676
Bradi1g66436	
Bradi1g66440	GO:0003854, GO:0006694, GO:0016616, GO:0055114
Bradi1g66450	
Bradi1g66456	
Bradi1g66460	
Bradi1g66470	
Bradi1g66475	
Bradi1g66480	
Bradi1g66490	GO:0005093, GO:0015031
Bradi1g66497	GO:0008375, GO:0016020
Bradi1g66510	
Bradi1g66520	
Bradi1g66527	
Bradi1g66533	
Bradi1g66540	
Bradi1g66550	
Bradi1g66580	GO:0010181, GO:0016491, GO:0055114
Bradi1g66590	
Bradi1g66597	GO:0003677, GO:0006355
Bradi1g66601	
Bradi1g66610	GO:0004842, GO:0005488, GO:0005515, GO:0016567
Bradi1g66620	GO:0005543, GO:0005545, GO:0030136, GO:0030276, GO:0048268
Bradi1g66627	GO:0008270
Bradi1g66640	GO:0005515, GO:0008270,  GO:0005515, GO:0008270, GO:0016491
Bradi1g66642	
Bradi1g66650	GO:0003824, GO:0004722, GO:0006470
Bradi1g66660	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g66670	
Bradi1g66677	GO:0003677, GO:0005515
Bradi1g66687	
Bradi1g66700	
Bradi1g66710	GO:0008152, GO:0016787
Bradi1g66720	GO:0005507, GO:0016491, GO:0046274, GO:0048046, GO:0052716, GO:0055114
Bradi1g66731	
Bradi1g66740	GO:0003723, GO:0004809, GO:0008033
Bradi1g66750	
Bradi1g66761	GO:0005515, GO:0008270
Bradi1g66770	GO:0004190, GO:0006508
Bradi1g66775	
Bradi1g66780	GO:0003677, GO:0003899, GO:0005515, GO:0006351, GO:0008270
Bradi1g66790	
Bradi1g66800	GO:0005488
Bradi1g66810	GO:0005515
Bradi1g66820	GO:0019867, GO:0046872
Bradi1g66830	GO:0003677, GO:0003700, GO:0006352, GO:0006355, GO:0016987
Bradi1g66840	
Bradi1g66850	
Bradi1g66860	
Bradi1g66870	GO:0006397
Bradi1g66875	
Bradi1g66880	
Bradi1g66886	
Bradi1g66890	GO:0016020, GO:0016757
Bradi1g66893	
Bradi1g66896	
Bradi1g66900	GO:0008152, GO:0008667, GO:0016491, GO:0019290, GO:0055114
Bradi1g66910	GO:0008152, GO:0008667, GO:0016491, GO:0019290, GO:0055114
Bradi1g66913	
Bradi1g66916	
Bradi1g66920	GO:0003824, GO:0004722, GO:0006470
Bradi1g66930	
Bradi1g66940	
Bradi1g66950	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g66960	
Bradi1g66965	
Bradi1g66970	GO:0016787
Bradi1g66980	GO:0008270
Bradi1g66990	GO:0055085
Bradi1g67000	
Bradi1g67010	
Bradi1g67020	GO:0005975, GO:0042132, GO:0042578
Bradi1g67040	
Bradi1g67048	
Bradi1g67050	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468,  GO:0004672, GO:0005515, GO:0005524, GO:0006468
Bradi1g67060	GO:0005515
Bradi1g67067	GO:0005515, GO:0008270
Bradi1g67080	
Bradi1g67082	
Bradi1g67083	
Bradi1g67087	
Bradi1g67090	GO:0000015, GO:0000287, GO:0004634, GO:0006096
Bradi1g67100	GO:0008270
Bradi1g67110	
Bradi1g67115	GO:0003677, GO:0003916, GO:0006265
Bradi1g67120	
Bradi1g67127	
Bradi1g67140	GO:0005488, GO:0005515
Bradi1g67145	GO:0000166, GO:0003676
Bradi1g67150	
Bradi1g67160	
Bradi1g67170	GO:0003735, GO:0005840, GO:0006412
Bradi1g67180	
Bradi1g67190	GO:0008242
Bradi1g67200	
Bradi1g67205	
Bradi1g67210	GO:0005524
Bradi1g67220	GO:0005515
Bradi1g67230	GO:0003950, GO:0046872
Bradi1g67240	GO:0000162, GO:0004049, GO:0009058, GO:0016833,  GO:0009058, GO:0016833
Bradi1g67247	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g67260	GO:0005783, GO:0016021
Bradi1g67270	GO:0005509, GO:0005515, GO:0008270
Bradi1g67280	GO:0004842, GO:0005515, GO:0005634, GO:0008270, GO:0016567, GO:0031347
Bradi1g67290	
Bradi1g67301	GO:0003677
Bradi1g67310	
Bradi1g67320	GO:0003676, GO:0005515, GO:0005634, GO:0008270
Bradi1g67330	
Bradi1g67340	
Bradi1g67350	GO:0003677, GO:0003700, GO:0006355
Bradi1g67360	
Bradi1g67365	GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544
Bradi1g67370	
Bradi1g67380	GO:0003723, GO:0003743, GO:0005737, GO:0006413
Bradi1g67387	GO:0005524, GO:0005634, GO:0006281, GO:0007049
Bradi1g67393	GO:0009058, GO:0016844
Bradi1g67397	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g67410	
Bradi1g67420	GO:0016307, GO:0046488
Bradi1g67430	GO:0005488, GO:0005515, GO:0006886, GO:0008536,  GO:0005488, GO:0006886, GO:0008536
Bradi1g67440	
Bradi1g67451	
Bradi1g67460	GO:0004623, GO:0005509, GO:0016042
Bradi1g67467	GO:0006486, GO:0008373
Bradi1g67480	GO:0016117, GO:0016491, GO:0016853, GO:0055114
Bradi1g67491	
Bradi1g67500	GO:0046983
Bradi1g67505	
Bradi1g67510	GO:0016787
Bradi1g67517	GO:0003924, GO:0005525
Bradi1g67530	
Bradi1g67540	
Bradi1g67545	GO:0003735, GO:0004842, GO:0005515, GO:0005739, GO:0005829, GO:0005840, GO:0006412
Bradi1g67550	
Bradi1g67555	
Bradi1g67560	
Bradi1g67570	GO:0005515
Bradi1g67580	GO:0009055
Bradi1g67590	
Bradi1g67600	
Bradi1g67620	GO:0005381, GO:0016021, GO:0034755
Bradi1g67630	
Bradi1g67640	
Bradi1g67650	
Bradi1g67660	
Bradi1g67670	
Bradi1g67680	
Bradi1g67687	GO:0007165
Bradi1g67693	
Bradi1g67700	GO:0000105, GO:0000107, GO:0003824, GO:0005737, GO:0008152, GO:0016763, GO:0016833
Bradi1g67711	
Bradi1g67720	
Bradi1g67730	GO:0004611, GO:0004612, GO:0005524, GO:0006094, GO:0017076
Bradi1g67740	GO:0006355
Bradi1g67750	
Bradi1g67755	
Bradi1g67760	GO:0004553, GO:0005975,  GO:0004553, GO:0005975, GO:0030246
Bradi1g67770	GO:0006355, GO:0008270
Bradi1g67780	GO:0005515, GO:0008270
Bradi1g67790	GO:0004107, GO:0009073
Bradi1g67800	GO:0005515
Bradi1g67810	GO:0006629, GO:0008152
Bradi1g67820	
Bradi1g67830	GO:0003333,  GO:0006865, GO:0016020
Bradi1g67840	GO:0005515, GO:0043531
Bradi1g67857	
Bradi1g67863	GO:0005744, GO:0030150
Bradi1g67870	
Bradi1g67880	GO:0003676
Bradi1g67883	
Bradi1g67887	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g67900	GO:0005524
Bradi1g67910	GO:0003677
Bradi1g67920	GO:0003824, GO:0009058, GO:0030170
Bradi1g67930	GO:0008152, GO:0016787
Bradi1g67936	GO:0003677, GO:0003824, GO:0005634, GO:0006367, GO:0009522, GO:0009579, GO:0015979, GO:0016021, GO:0032968
Bradi1g67939	
Bradi1g67942	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g67950	GO:0005515
Bradi1g67960	GO:0000220, GO:0015078, GO:0015991, GO:0033179,  GO:0015078, GO:0015991, GO:0033179
Bradi1g67965	GO:0009512
Bradi1g67975	
Bradi1g67977	
Bradi1g67980	GO:0046982
Bradi1g67990	GO:0015078, GO:0015986, GO:0031072, GO:0045263, GO:0051082
Bradi1g68000	
Bradi1g68010	GO:0003723, GO:0005509, GO:0006355,  GO:0003723, GO:0006355
Bradi1g68020	
Bradi1g68025	
Bradi1g68030	
Bradi1g68035	
Bradi1g68040	GO:0005975, GO:0016857
Bradi1g68050	GO:0000387, GO:0005829, GO:0005886, GO:0006821, GO:0006884, GO:0034709, GO:0034715
Bradi1g68060	GO:0003747, GO:0006415
Bradi1g68070	
Bradi1g68080	GO:0000015, GO:0000287, GO:0004634, GO:0006096
Bradi1g68085	
Bradi1g68090	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g68094	
Bradi1g68101	GO:0005515
Bradi1g68102	GO:0005515
Bradi1g68106	GO:0003676, GO:0008270
Bradi1g68110	
Bradi1g68120	GO:0008152, GO:0016597
Bradi1g68126	
Bradi1g68132	
Bradi1g68140	
Bradi1g68150	GO:0009055
Bradi1g68160	GO:0019538
Bradi1g68165	
Bradi1g68170	
Bradi1g68180	GO:0005086, GO:0005488, GO:0032012
Bradi1g68190	GO:0000786, GO:0003677, GO:0005634, GO:0046982
Bradi1g68200	
Bradi1g68204	
Bradi1g68206	
Bradi1g68208	
Bradi1g68210	
Bradi1g68220	
Bradi1g68230	
Bradi1g68237	GO:0005634, GO:0006281, GO:0007049
Bradi1g68250	GO:0005525, GO:0007264, GO:0015031
Bradi1g68255	
Bradi1g68260	
Bradi1g68270	GO:0004252, GO:0006508
Bradi1g68280	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Bradi1g68286	
Bradi1g68290	GO:0006511, GO:0008540
Bradi1g68300	GO:0000062
Bradi1g68310	GO:0004553, GO:0005975
Bradi1g68320	
Bradi1g68330	
Bradi1g68340	
Bradi1g68350	
Bradi1g68360	GO:0005488, GO:0005515
Bradi1g68367	
Bradi1g68373	
Bradi1g68375	
Bradi1g68380	GO:0008839, GO:0009089, GO:0055114, GO:0070402
Bradi1g68390	
Bradi1g68400	
Bradi1g68410	
Bradi1g68420	
Bradi1g68430	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi1g68435	
Bradi1g68440	
Bradi1g68446	GO:0000166, GO:0003676
Bradi1g68450	GO:0004553, GO:0005975
Bradi1g68460	GO:0008033, GO:0052906
Bradi1g68462	
Bradi1g68468	
Bradi1g68471	
Bradi1g68472	
Bradi1g68477	GO:0005515
Bradi1g68478	GO:0005515
Bradi1g68487	GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0006950
Bradi1g68500	
Bradi1g68505	GO:0003723, GO:0003735, GO:0005622, GO:0005730, GO:0005840, GO:0006412
Bradi1g68510	GO:0003677
Bradi1g68516	GO:0006396
Bradi1g68520	GO:0005783, GO:0006886, GO:0016021
Bradi1g68530	GO:0004842, GO:0005488, GO:0016567
Bradi1g68540	GO:0005525, GO:0006886, GO:0009707, GO:0015450
Bradi1g68550	GO:0005089, GO:0035023
Bradi1g68555	
Bradi1g68560	GO:0003700, GO:0006355, GO:0043565
Bradi1g68570	GO:0003676, GO:0046872
Bradi1g68580	
Bradi1g68590	GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0010411, GO:0016762, GO:0042546, GO:0048046,  GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0016762, GO:0048046
Bradi1g68600	
Bradi1g68607	GO:0005515
Bradi1g68620	
Bradi1g68631	
Bradi1g68640	GO:0006508, GO:0008234
Bradi1g68650	GO:0005615
Bradi1g68660	GO:0005506, GO:0016491, GO:0016705, GO:0031418, GO:0055114
Bradi1g68670	GO:0003993, GO:0016787
Bradi1g68680	GO:0046856
Bradi1g68690	
Bradi1g68697	
Bradi1g68701	
Bradi1g68705	
Bradi1g68710	GO:0000226, GO:0000910, GO:0008017,  GO:0000226, GO:0000910, GO:0008017, GO:0019031, GO:0019064, GO:0046789
Bradi1g68720	
Bradi1g68730	GO:0003676, GO:0046872
Bradi1g68740	GO:0016491, GO:0055114
Bradi1g68750	GO:0016021
Bradi1g68757	GO:0005515
Bradi1g68780	
Bradi1g68800	GO:0003677
Bradi1g68807	GO:0003824, GO:0004351, GO:0006536, GO:0016831, GO:0019752, GO:0030170
Bradi1g68820	GO:0005215, GO:0006810, GO:0016020
Bradi1g68830	GO:0005215, GO:0006810, GO:0016020
Bradi1g68837	GO:0005215, GO:0006810, GO:0016020
Bradi1g68850	GO:0005215, GO:0006810, GO:0016020
Bradi1g68860	GO:0005215, GO:0006810, GO:0016020
Bradi1g68870	GO:0005515
Bradi1g68880	GO:0005515
Bradi1g68887	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g68900	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g68910	GO:0007049, GO:0017053
Bradi1g68914	
Bradi1g68918	GO:0007049, GO:0017053
Bradi1g68927	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g68940	GO:0003735, GO:0005515, GO:0005840, GO:0006412
Bradi1g68945	
Bradi1g68950	GO:0006812, GO:0008324, GO:0016021, GO:0055085
Bradi1g68957	
Bradi1g68970	
Bradi1g68986	GO:0003682, GO:0008168
Bradi1g69000	GO:0005198, GO:0005488, GO:0006886, GO:0016192, GO:0030117, GO:0030126,  GO:0005488, GO:0006886, GO:0016192, GO:0030117
Bradi1g69010	GO:0003677, GO:0003824
Bradi1g69020	GO:0004553, GO:0005975
Bradi1g69030	
Bradi1g69040	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g69048	
Bradi1g69057	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g69070	
Bradi1g69080	GO:0006810, GO:0008565, GO:0015031, GO:0030123
Bradi1g69090	
Bradi1g69097	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g69110	GO:0008152, GO:0016597, GO:0046983,  GO:0046983
Bradi1g69115	
Bradi1g69120	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi1g69125	GO:0003677, GO:0003899, GO:0006351
Bradi1g69130	GO:0005737
Bradi1g69140	GO:0003950
Bradi1g69150	GO:0003677, GO:0003700, GO:0006355, GO:0043565
Bradi1g69155	
Bradi1g69160	GO:0003824, GO:0004084, GO:0008152, GO:0009081
Bradi1g69170	GO:0071949
Bradi1g69180	
Bradi1g69185	GO:0003677
Bradi1g69193	GO:0046983
Bradi1g69201	GO:0005515
Bradi1g69209	GO:0003677, GO:0003700, GO:0006355, GO:0007275
Bradi1g69220	GO:0005576, GO:0008083, GO:0008283
Bradi1g69230	GO:0000917, GO:0005525
Bradi1g69240	GO:0004842, GO:0005488, GO:0016567
Bradi1g69250	GO:0006629, GO:0008374
Bradi1g69260	GO:0016021
Bradi1g69265	
Bradi1g69270	
Bradi1g69277	
Bradi1g69290	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g69300	GO:0004842, GO:0005515, GO:0008270, GO:0016567
Bradi1g69307	
Bradi1g69320	GO:0019825, GO:0020037
Bradi1g69330	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g69340	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g69350	GO:0006891, GO:0017119
Bradi1g69360	GO:0005515
Bradi1g69370	
Bradi1g69380	GO:0005634
Bradi1g69390	
Bradi1g69394	
Bradi1g69398	
Bradi1g69400	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g69407	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Bradi1g69420	GO:0003824, GO:0005992, GO:0008152
Bradi1g69430	
Bradi1g69435	
Bradi1g69446	
Bradi1g69450	
Bradi1g69460	
Bradi1g69463	GO:0000166
Bradi1g69470	
Bradi1g69476	
Bradi1g69480	GO:0000160, GO:0003677
Bradi1g69490	GO:0008759, GO:0009245
Bradi1g69500	GO:0005515
Bradi1g69510	GO:0005515, GO:0005643, GO:0006913, GO:0017056
Bradi1g69520	GO:0005488, GO:0005515, GO:0043550, GO:0070772,  GO:0005488, GO:0043550, GO:0070772
Bradi1g69525	
Bradi1g69530	GO:0003824, GO:0004356, GO:0006542, GO:0006807,  GO:0003824, GO:0004356, GO:0006807
Bradi1g69540	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g69550	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g69552	
Bradi1g69554	
Bradi1g69557	
Bradi1g69564	GO:0006457, GO:0031072, GO:0051082
Bradi1g69571	
Bradi1g69580	GO:0005488
Bradi1g69590	GO:0005515
Bradi1g69600	GO:0004672, GO:0004674, GO:0004713, GO:0005515, GO:0005524, GO:0006468, GO:0048544
Bradi1g69610	GO:0004553, GO:0005975
Bradi1g69617	GO:0003677, GO:0006355
Bradi1g69627	
Bradi1g69637	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi1g69641	
Bradi1g69650	GO:0003735, GO:0006412, GO:0015934
Bradi1g69655	
Bradi1g69660	GO:0004553, GO:0004563, GO:0005975
Bradi1g69670	GO:0003924, GO:0005200, GO:0005525, GO:0005874, GO:0007017, GO:0043234, GO:0051258
